case_number,claimant,respondents,status,NO.,YEAR OF INITIATION,SHORT CASE NAME,FULL CASE NAME,APPLICABLE IIA,ARBITRAL RULES,ADMINISTERING INSTITUTION,STATUS/OUTCOME OF ORIGINAL PROCEEDINGS,RESPONDENT STATE,HOME STATE OF INVESTOR,ECONOMIC SECTOR,ECONOMIC SUBSECTOR,SUMMARY OF THE DISPUTE, DETAILS OF INVESTMENT,ARBITRATORS,DECISIONS,INDIVIDUAL OPINIONS DETAILS,AMOUNT CLAIMED (EXPRESSED IN MILLIONS),AMOUNT AWARDED (OR SETTLED FOR) (EXPRESSED IN MILLIONS),IIA BREACHES ALLEGED,IIA BREACHES FOUND,FOLLOW-ON PROCEEDING TYPE,FOLLOW-ON PROCEEDING STATUS,FOLLOW-ON DECISIONS,FOLLOW-ON INDIVIDUAL OPINIONS,ICSID ANNULMENT COMMITTEE MEMBERS,LINK TO ITALAW'S CASE PAGE,LINKS TO BACKGROUND SOURCES
ARB/15/33,Gilward Investments B.V.,Ukraine,Pending,528.0,2015.0,Gilward Investments v. Ukraine,Gilward Investments B.V. v. Ukraine (ICSID Case No. ARB/15/33),Netherlands - Ukraine BIT (1994),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Pending,Ukraine,Netherlands,Tertiary - H - Transportation and storage,51 - Air transport,"Claims arising out of the measures taken by the Government related to the bankruptcy of the claimant’s Ukrainian subsidiary, AeroSvit.","Majority shareholding (38 per cent) in AeroSvit, a Ukrainian partly State-owned airline company.","Sands, P. - Respondent (replaced); Tawil, G. S. - Claimant; Schwartz, E. - President; Knieper, R. - Respondent",,No decisions recorded,695.00 USD,Data not available,Data not available,Pending,,,,No follow-up proceedings initiated,,Not available,"https://icsid.worldbank.org/en/Pages/cases/casedetail.aspx?CaseNo=ARB/15/33;
http://globalarbitrationreview.com/news/article/34076/airlines-turbulent-history-leads-ukraine-claim/;
http://www.iareporter.com/articles/investor-in-bankrupt-airline-files-against-ukraine-at-icsid/"
ARB/15/32,B.V. Belegging-Maatschappij “Far East”,Republic of Austria,Concluded,508.0,2015.0,Belegging-Maatschappij “Far East” v. Austria,B.V. Belegging-Maatschappij “Far East” v. Republic of Austria (ICSID Case No. ARB/15/32),Austria - Malta BIT (2002),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Decided in favour of State,Austria,Malta,Tertiary - K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding","Claims arising out of criminal investigations brought against claimant's investment, Meinl Bank, and its management during the eight years preceding the claim, allegedly denying the claimant justice and negatively impacting the value of its investment.","Majority shareholding in Meinl Bank, an Austrian private investment bank.","Alexandrov, S. A. - Claimant; Stern, B. - Respondent; Pryles, M. C. - President",Award dated 30 October 2017 ,,200.00 EUR (232.80 USD),Data not available,"Arbitrary, unreasonable and/or discriminatory measures;
Full protection and security, or similar;
Direct expropriation;
Indirect expropriation;
Fair and equitable treatment/Minimum standard of treatment, including denial of justice claims",None - jurisdiction declined,,,,No follow-up proceedings initiated,,Not available,"https://icsid.worldbank.org/en/Pages/cases/casedetail.aspx?CaseNo=ARB/15/32;
http://globalarbitrationreview.com/news/article/34032/austria-hit-first-icsid-claim/;
http://www.iareporter.com/articles/austria-to-face-first-known-investment-treaty-claim-as-investor-makes-good-on-earlier-threat-of-arbitration/;
http://www.iareporter.com/articles/austria-prevails-as-pryles-chaired-tribunal-dismisses-claims-under-maltese-investment-treaty/;
http://globalarbitrationreview.com/article/1149581/austria-defeats-icsid-claim-linked-to-famous-business-dynasty"
ARB/15/31,Gabriel Resources Ltd. and Gabriel Resources (Jersey),Romania,Pending,526.0,2015.0,Gabriel Resources v. Romania,Gabriel Resources Ltd. and Gabriel Resources (Jersey) v. Romania (ICSID Case No. ARB/15/31),"Canada - Romania BIT (2009);
Romania - United Kingdom BIT (1995)",ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Pending,Romania,"Canada;
United Kingdom",Primary - B - Mining and quarrying,7 - Mining of metal ores,Claims arising out of the allegedly discriminatory measures relating to the approval of an environmental impact assessment and the issuance of an environmental permit required to start exploitation of the claimant's mining project.,"Majority shareholding in Rosia Montana Gold Corporation, a Romanian mining company, co-owned with a State-owned entity.","Alexandrov, S. A. - Claimant (replaced); Douglas, Z. - Respondent; Cheng, T. - President (replaced); Grigera Naón, H. A. - Claimant; Tercier, P. - President",,No decisions recorded,3285.70 USD,Data not available,"Fair and equitable treatment/Minimum standard of treatment, including denial of justice claims;
Full protection and security, or similar;
Indirect expropriation;
National treatment;
Umbrella clause",Pending,,,,No follow-up proceedings initiated,,http://www.italaw.com/cases/4721,"https://icsid.worldbank.org/en/Pages/cases/casedetail.aspx?CaseNo=ARB/15/31;
http://globalarbitrationreview.com/news/article/33998/canadian-miner-hopes-strike-gold-icsid-claim-against-romania/;
http://www.iareporter.com/articles/gabriel-resources-makes-good-on-threat-and-initiates-investment-treaty-arbitration-against-romania/;
http://www.gabrielresources.com/documents/GBU_BIT_VAT_Release_final_270916.pdf;
http://www.gabrielresources.com/site/documents/ICSIDMemorial_PR_04.07.17_final.pdf;
https://www.iareporter.com/articles/as-gabriel-resources-v-romania-arbitration-plays-out-arbitrators-have-weighed-in-on-power-to-order-emergency-interim-relief-in-relation-to-local-tax-and-fraud-investigations/;
https://www.ft.com/content/52f5c202-5c99-11e7-9bc8-8055f264aa8b;
https://www.iareporter.com/articles/icsid-tribunal-denies-third-party-request-for-release-of-witness-statements-and-expert-reports-in-controversial-mining-case/;
https://www.iareporter.com/articles/romania-raises-a-new-objection-in-gabriel-resources-mining-arbitration/;
https://www.iareporter.com/articles/after-a-year-of-sparring-over-confidentiality-full-details-of-miners-legal-arguments-finally-surface-in-4-4-billion-claim-against-romania/;
https://www.iareporter.com/articles/in-a-new-ruling-icsid-tribunal-considers-that-it-has-the-power-to-limit-the-scope-of-an-amicus-curiae-submission-thus-excising-legal-arguments-and-testimony/"
ARB/15/30,"Samsung Engineering Co., Ltd.",Sultanate of Oman,Concluded,562.0,2015.0,Samsung v. Oman,"Samsung Engineering Co., Ltd. v. Sultanate of Oman (ICSID Case No. ARB/15/30)","Korea, Republic of - Oman BIT (2003)",ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Settled,Oman,"Korea, Republic of","Tertiary - F - Construction;
Tertiary - F - Construction","41 - Construction of buildings;
42 - Civil engineering",Claims arising out of the alleged discriminatory treatment by the State towards the claimant in connection with the bidding process to undertake improvements to the Sohar refinery in northern Oman run by the state-owned Oman Refineries and Petroleum Industries Company (ORPIC) in 2013.,Deposit in connection with the bid for a refinery improvement project.,"Heiskanen, V. - Respondent; Lalonde, M. - Claimant; McLachlan, C. A. - President","Decision on the Respondent’s request to address the objections to jurisdiction as a preliminary question dated 4 August 2016 ;
Award dated 17 January 2018 ",,Data not available,Data not available,Data not available,Not applicable - settled or discontinued before decision on liability,,,,No follow-up proceedings initiated,,Not available,"https://icsid.worldbank.org/en/Pages/cases/casedetail.aspx?CaseNo=ARB/15/30;
http://globalarbitrationreview.com/news/article/34002/samsung-takes-oman-losing-refinery-deal/;
http://www.iareporter.com/articles/samsung-files-claim-against-oman-over-refinery-improvement-project/;
http://www.koreatimes.co.kr/www/news/biz/2015/07/488_183399.html;
https://www.iareporter.com/articles/in-a-case-with-broader-potential-ramifications-arbitrators-render-award-on-bit-claim-brought-by-jilted-tender-bidder-samsung-against-oman/;
https://globalarbitrationreview.com/article/1152959/samsung-and-oman-settle-icsid-dispute "
ARB/15/29,"Cortec Mining Kenya Limited, Cortec (Pty) Limited and Stirling Capital Limited",Republic of Kenya,Concluded,516.0,2015.0,Cortec Mining v. Kenya,"Cortec Mining Kenya Limited, Cortec (Pty) Limited and Stirling Capital Limited v. Republic of Kenya (ICSID Case No. ARB/15/29)",Kenya - United Kingdom BIT (1999),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Decided in favour of State,Kenya,United Kingdom,Primary - B - Mining and quarrying,8 - Other mining and quarrying,"Claims arising out of the Government's allegedly unlawful revocation of claimant's mining license, following the discovery of new rare earths deposits by the claimant.","Investments in the Kenyan mining sector, including a 21-year mining license for the extraction of rare earths at the Mrima Hill project in the southern part of the country.","Stern, B. - Respondent; Dharmananda, K. - Claimant; Binnie, I. - President",Award dated 22 October 2018 https://www.italaw.com/sites/default/files/case-documents/italaw10051.pdf,,2000.00 USD,Data not available,Direct expropriation,None - jurisdiction declined,ICSID annulment proceedings,Award/decision upheld ICSID annulment proceedings,Decision on Annulment dated 19 March 2021 (ICSID annulment proceedings),,"King, B. D.;
Bull, C.;
Ufot, D. U.",https://www.italaw.com/cases/3974,"https://icsid.worldbank.org/en/Pages/cases/casedetail.aspx?CaseNo=ARB/15/29;
http://globalarbitrationreview.com/news/article/33903/kenya-faces-second-icsid-claim-year/;
http://www.iareporter.com/articles/an-update-on-investor-state-claims-against-kenya/;
https://www.iareporter.com/articles/analysis-in-kenya-award-tribunal-reads-legality-requirement-into-investment-treaty-and-icsid-convention-and-dismisses-claims-based-on-mining-license-that-was-issued-at-eleventh-hour-before-change-i/;
 https://globalarbitrationreview.com/article/1175948/kenya-defeats-mining-claim-after-local-law-violations"
ARB/15/28,Hydro S.r.l. and others,Republic of Albania,Concluded,532.0,2015.0,Hydro and others v. Albania,Hydro S.r.l. and others v. Republic of Albania (ICSID Case No. ARB/15/28),Albania - Italy BIT (1991),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Decided in favour of investor,Albania,Italy,"Tertiary - D - Electricity, gas, steam and air conditioning supply;
Tertiary - E - Water supply; sewerage, waste management and remediation activities;
Tertiary - J - Information and communication","35 - Electricity, gas, steam and air conditioning supply;
36 - Water collection, treatment and supply;
60 - Programming and broadcasting activities","Claims arising out of the Government’s alleged actions to undermine the claimants’ investments, including tax audit proceedings, money laundering investigations, seizure and sequestration of bank accounts and assets, and arrest warrants against individual claimants.","Investments in a hydroelectric plant in Kalivaç in southern Albania, a waste management facility, and the TV station Agonset.","Pryles, M. C. - President; Poncet, C. - Claimant; Glick, I. - Respondent",Award dated 24 April 2019 https://jusmundi.com/en/document/decision/en-hydro-s-r-l-and-others-v-republic-of-albania-award-wednesday-24th-april-2019#decision_5191,,650.00 EUR (728.40 USD),99.50 EUR (111.80 USD),"Direct expropriation;
Fair and equitable treatment/Minimum standard of treatment, including denial of justice claims;
Arbitrary, unreasonable and/or discriminatory measures;
Most-favoured nation treatment",Direct expropriation,ICSID annulment proceedings,Award/decision upheld ICSID annulment proceedings,Decision on Annulment dated 2 April 2021 (ICSID annulment proceedings),,"Low, L. A.;
van Haersolte-Van Hof, J. J.;
Ó Hoisín, C.",https://www.italaw.com/cases/3958,"https://icsid.worldbank.org/en/Pages/cases/casedetail.aspx?CaseNo=ARB/15/28;
http://globalarbitrationreview.com/news/article/33889/arrest-warrants-trigger-new-albania-claim/;
http://www.iareporter.com/articles/investors-icsid-arbitration-against-albania-comes-on-heels-of-earlier-claims-by-italian-interests/;
http://globalarbitrationreview.com/article/1069467/italian-claimants-denied-further-relief-against-albania;
https://globalarbitrationreview.com/article/1194226/albania-liable-for-expropriating-tv-station;
https://www.iareporter.com/articles/amidst-local-reports-of-large-loss-parties-resist-disclosing-outcome-of-icsid-arbitration-in-hydro-becchetti-v-albania-case/;
https://globalarbitrationreview.com/article/1195827/albania-seeks-annulment-of-icsid-award-over-television-company;
https://www.iareporter.com/articles/albania-has-yet-to-release-adverse-hydro-s-r-l-icsid-award-but-makes-good-on-threat-to-seek-annulment/;
https://www.debevoise.com/news/2019/06/debevoise-again-prevails-in-icsid"
ARB/15/27,JGC Holdings Corporation (formerly JGC Corporation),Kingdom of Spain,Pending,536.0,2015.0,JGC v. Spain,JGC Holdings Corporation (formerly JGC Corporation) v. Kingdom of Spain (ICSID Case No. ARB/15/27),The Energy Charter Treaty (1994),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Decided in favour of investor,Spain,Japan,"Tertiary - D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply","Claims arising out of a series of energy reforms undertaken by the Government affecting the renewables sector, including a 7 per cent tax on power generators’ revenues and a reduction in subsidies for renewable energy producers.","Shareholding in two solar thermal power plants in Cordoba, Spain.","Dolzer, R. - Claimant (replaced); Shin, H.-T. - President; Pinto, M. - Respondent; Reinisch, A. - Claimant","Decision on Jurisdiction, Liability and Certain Issues of Quantum dated 21 May 2021 ;
Award dated 9 November 2021 ","Separate Opinion by Mónica Pinto (Decision on Jurisdiction, Liability and Certain Issues of Quantum dated 21 May 2021)",93.50 EUR (108.60 USD),23.50 EUR (27.20 USD),"Fair and equitable treatment/Minimum standard of treatment, including denial of justice claims","Fair and equitable treatment/Minimum standard of treatment, including denial of justice claims",ICSID annulment proceedings,Pending ICSID annulment proceedings,,No decisions recorded,"Jiménez Figueres, D.;
Cicchetti, T. M.;
Onwuamaegbu, U.",Not available,"https://icsid.worldbank.org/en/Pages/cases/casedetail.aspx?CaseNo=ARB/15/27&tab=PRO;
http://www.energycharter.org/index.php?id=402&L=1;
http://globalarbitrationreview.com/news/article/33920/japanese-investor-joins-solar-claim-bandwagon/;
http://www.iareporter.com/articles/as-cases-pile-up-spain-sits-on-new-arbitral-award-from-icsid-arbitration/;
https://www.ecestaticos.com/file/d88ce7a07265dbf8d809b453b848f239/1514204320-186-881-tribunals-arbitratge.pdf;
https://www.iareporter.com/articles/spain-is-reportedly-ordered-to-pay-23-5-million-eur-to-japanese-renewables-investor/;
https://globalarbitrationreview.com/achmea/japanese-investor-wins-damages-over-spanish-solar-reforms"
ARB/15/26,Nabucco Gas Pipeline International GmbH in Liqu.,Republic of Turkey,Concluded,552.0,2015.0,Nabucco v. Turkey,Nabucco Gas Pipeline International GmbH in Liqu. v. Republic of Turkey (ICSID Case No. ARB/15/26),"Austria - Turkey BIT (1988);
The Energy Charter Treaty (1994)",ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Settled,Türkiye,Austria,"Tertiary - D - Electricity, gas, steam and air conditioning supply;
Primary - B - Mining and quarrying","35 - Electricity, gas, steam and air conditioning supply;
6 - Extraction of crude petroleum and natural gas",Claims arising out of the cancellation of a contract for the construction and operation of a major natural gas pipeline Nabucco.,"Rights under a contract for the construction and operation of a major natural gas pipeline Nabucco, which was intended to enable gas transit from the Caspian Sea to Europe.",Tribunal not constituted,Order of the Secretary-General Taking Note of the Discontinuance of the Proceeding dated 5 November 2015 http://www.italaw.com/sites/default/files/case-documents/italaw4484.pdf,,Data not available,Data not available,Data not available,Not applicable - settled or discontinued before decision on liability,,,,No follow-up proceedings initiated,,http://www.italaw.com/cases/3780,"https://icsid.worldbank.org/en/Pages/cases/casedetail.aspx?CaseNo=ARB/15/26;
http://globalarbitrationreview.com/news/article/33910/failed-pipeline-developer-takes-turkey/;
http://www.iareporter.com/articles/turkey-faces-international-arbitration-brought-by-nabucco-gas-pipeline-international-gmbh/;
http://globalarbitrationreview.com/news/article/34485/breakaway-firm-opens-vienna/;
http://www.juve.de/nachrichten/oesterreich/2015/11/nabucco-streit-pipeline-setzt-bei-vergleich-mit-tuerkei-auf-hilfe-von-specht;
https://energycharter.org/what-we-do/dispute-settlement/investment-dispute-settlement-cases/72-nabucco-gas-pipeline-international-gmbh-in-liqu-v-turkey/"
ARB/15/25,KS Invest GmbH and TLS Invest GmbH,Kingdom of Spain,Pending,540.0,2015.0,KS and TLS Invest v. Spain,KS Invest GmbH and TLS Invest GmbH v. Kingdom of Spain (ICSID Case No. ARB/15/25),The Energy Charter Treaty (1994),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Pending,Spain,Germany,"Tertiary - D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply","Claims arising out of a series of energy reforms undertaken by the Government affecting the renewables sector, including a 7 per cent tax on power generators’ revenues and a reduction in subsidies for renewable energy producers.",Investments in a renewable energy generation enterprise.,"Simma, B. - President; Bethlehem, D. - Respondent; Born, G. B. - Claimant (replaced); Hobér, K. - Claimant",,No decisions recorded,80.00 EUR (92.20 USD),Data not available,Data not available,Pending,,,,No follow-up proceedings initiated,,Not available,"https://icsid.worldbank.org/en/Pages/cases/casedetail.aspx?CaseNo=ARB/15/25;
http://www.energycharter.org/what-we-do/dispute-settlement/investment-dispute-settlement-cases/71-ks-invest-gmbh-and-tls-invest-gmbh-v-spain/;
http://globalarbitrationreview.com/news/article/33920/japanese-investor-joins-solar-claim-bandwagon/;
https://www.iareporter.com/articles/30215/;
https://www.ecestaticos.com/file/d88ce7a07265dbf8d809b453b848f239/1514204320-186-881-tribunals-arbitratge.pdf"
ARB/15/24,Ali Alyafei,Hashemite Kingdom of Jordan,Concluded,502.0,2015.0,Alyafei v. Jordan (I),Ali Alyafei v. Hashemite Kingdom of Jordan (I) (ICSID Case No. ARB/15/24),Arab Investment Agreement (1980),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Discontinued for unknown reasons,Jordan,Qatar,Tertiary - K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding","Claims arising out of the alleged breach of a share purchase agreement the claimant signed with Jordan’s Social Security and Investment Fund (SSIF) in 2012 to purchase the latter’s shares in Housing Bank of Trade and Finance; in particular the alleged non-payment of a ""break-up fee"" stipulated in the agreement.",Shareholding in the Amman-based Housing Bank of Trade and Finance.,"Böckstiegel, K.-H. - President; Schill, S. - Claimant; Elsing, S. H. - Respondent",,No decisions recorded,500.00 USD,Data not available,Data not available,Not applicable - settled or discontinued before decision on liability,,,,No follow-up proceedings initiated,,Not available,"https://icsid.worldbank.org/en/Pages/cases/casedetail.aspx?CaseNo=ARB/15/24;
http://globalarbitrationreview.com/news/article/33888/qatari-investor-sues-jordan-under-arab-treaty/;
http://www.iareporter.com/articles/qatari-businessman-contends-that-mfn-clause-in-regional-treaty-can-provide-foothold-for-an-icsid-claim-against-jordan/;
http://globalarbitrationreview.com/benchmarking/gar-100-10th-edition/1136170/homburger"
ARB/15/23,Mathias Kruck and others,Kingdom of Spain,Pending,539.0,2015.0,Kruck and others v. Spain,"Frank Schumm, Joachim Kruck, Jürgen Reiss and others v. Kingdom of Spain (ICSID Case No. ARB/15/23)",The Energy Charter Treaty (1994),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Pending,Spain,Germany,"Tertiary - D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply","Claims arising out of a series of energy reforms undertaken by the Government affecting the renewables sector, including a 7 per cent tax on power generators’ revenues and a reduction in subsidies for renewable energy producers.",Investments in photovoltaic power plant facilities in different regions of Spain.,"Born, G. B. - Claimant (replaced); Lowe, V. - President; Douglas, Z. - Respondent; Pryles, M. C. - Claimant","Decision on the Respondent’s preliminary objections pursuant to ICSID Arbitration Rule 41(5) dated 14 March 2016 ;
Decision on Jurisdiction and Admissibility dated 19 April 2021 https://jusmundi.com/en/document/pdf/decision/en-frank-schumm-joachim-kruck-jurgen-reiss-and-others-v-kingdom-of-spain-decision-on-jurisdiction-friday-16th-april-2021;
Decision on the Respondent’s Request for Reconsideration of the Tribunal’s Decision dated 6 December 2021 https://jusmundi.com/en/document/pdf/decision/en-mathias-kruck-frank-schumm-joachim-kruck-jurgen-reiss-and-others-v-kingdom-of-spain-decision-on-the-respondents-request-for-reconsideration-of-the-tribunals-decision-on-jurisdiction-and-admissibility-monday-6th-december-2021",,67.40 EUR (78.40 USD),Data not available,"Fair and equitable treatment/Minimum standard of treatment, including denial of justice claims;
Indirect expropriation",Pending,,,,No follow-up proceedings initiated,,https://www.italaw.com/cases/6486,"https://icsid.worldbank.org/en/Pages/cases/casedetail.aspx?CaseNo=ARB/15/23;
http://www.energycharter.org/what-we-do/dispute-settlement/investment-dispute-settlement-cases/70-matthias-kruck-and-others-v-spain/;
http://globalarbitrationreview.com/news/article/33870/kosovo-faces-first-icsid-claim/;
http://www.iareporter.com/articles/an-update-on-renewable-energy-claims-against-spain/;
https://www.ecestaticos.com/file/d88ce7a07265dbf8d809b453b848f239/1514204320-186-881-tribunals-arbitratge.pdf "
ARB/15/21,Menzies Middle East and Africa S.A. and Aviation Handling Services International Ltd.,Republic of Senegal,Concluded,550.0,2015.0,MMEA and AHSI v. Senegal,Menzies Middle East and Africa S.A. and Aviation Handling Services International Ltd. v. Republic of Senegal (ICSID Case No. ARB/15/21),"Netherlands - Senegal BIT (1979);
Senegal - United Kingdom BIT (1980)",ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Decided in favour of State,Senegal,"United Kingdom;
Netherlands",Tertiary - H - Transportation and storage,51 - Air transport,"Claims arising out of placing claimants’ company in administration by the government, which claimants view as disguised expropriation. According to the government, the measure was part of the illegal enrichment investigation against a former Senegalese minister for air transport.","Ownership of subsidiary Aviation Handling Services (AHS), which provides aircraft ground-handling services at the Léopold Sédar Senghor International Airport in Dakar, Senegal.","Hanotiau, B. - President; Gharavi, H. G. - Claimant; Mayer, P. - Respondent",Award dated 5 August 2016 http://www.italaw.com/sites/default/files/case-documents/italaw7483.pdf,,41.63 EUR (44.11 USD),Data not available,Indirect expropriation,None - jurisdiction declined,,,,No follow-up proceedings initiated,,http://www.italaw.com/cases/3792,"https://icsid.worldbank.org/en/Pages/cases/casedetail.aspx?caseno=ARB/15/21;
http://globalarbitrationreview.com/news/article/33853/senegal-airport-claim-gets-off-ground-icsid/;
http://www.iareporter.com/articles/senegal-faces-icsid-arbitration-claim-from-airport-services-company-menzies/;
https://www.iareporter.com/articles/investors-unusual-bid-to-use-wto-agreement-as-gateway-to-arbitration-as-well-as-senegals-corruption-allegations-come-to-light-in-icsid-provisional-measures-phase/;
http://www.iareporter.com/articles/senegal-arbitration-kicks-off-as-arbitrators-are-finalized/;
http://globalarbitrationreview.com/article/1067486/tribunal-rejects-treaty-hopping-claim-against-senegal;
http://www.iareporter.com/articles/bit-tribunal-rejects-bid-to-use-wto-agreement-as-gateway-to-icsid-arbitration/;
https://www.transnational-dispute-management.com/downloads/16782_case_report_menzies_v_senegal_-_award.pdf"
ARB/15/20,Cube Infrastructure Fund SICAV and others,Kingdom of Spain,Concluded,517.0,2015.0,Cube Infrastructure and others v. Spain,Cube Infrastructure Fund SICAV and others v. Kingdom of Spain (ICSID Case No. ARB/15/20),The Energy Charter Treaty (1994),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Decided in favour of investor,Spain,"France;
Luxembourg","Tertiary - D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply","Claims arising out of a series of energy reforms undertaken by the Government affecting the renewables sector, including a 7 per cent tax on power generators’ revenues and a reduction in subsidies for renewable energy producers.","Majority shareholding (66.5 per cent) in a Madrid-based renewable energy company, RPI.","Spigelman, J. - Claimant; Lowe, V. - President; Tomuschat, C. - Respondent","Decision on Jurisdiction, Liability and Partial Decision on Quantum dated 19 February 2019 https://www.italaw.com/sites/default/files/case-documents/italaw10692.pdf;
Award dated 15 July 2019 https://www.italaw.com/sites/default/files/case-documents/italaw10694.pdf","Separate and Partial Dissenting Opinion by Christian Tomuschat (Decision on Jurisdiction, Liability and Partial Decision on Quantum dated 19 February 2019)",74.10 EUR (83.50 USD),33.70 EUR (38.00 USD),"Fair and equitable treatment/Minimum standard of treatment, including denial of justice claims;
Arbitrary, unreasonable and/or discriminatory measures;
Indirect expropriation;
Umbrella clause","Fair and equitable treatment/Minimum standard of treatment, including denial of justice claims",ICSID annulment proceedings,Award/decision upheld ICSID annulment proceedings,Decision on Annulment dated 28 March 2022 (ICSID annulment proceedings),,"van Haersolte-Van Hof, J. J.;
Castellanos Howell, A. R.;
Feighery, T. J.",https://www.italaw.com/cases/7477,"http://www.iareporter.com/articles/an-update-on-renewable-energy-claims-against-spain/;
https://icsid.worldbank.org/en/Pages/cases/casedetail.aspx?CaseNo=ARB/15/20;
http://www.energycharter.org/what-we-do/dispute-settlement/investment-dispute-settlement-cases/69-cube-infrastructure-fund-sicav-and-others-v-spain/;
http://globalarbitrationreview.com/news/article/33870/kosovo-faces-first-icsid-claim/;
https://www.ecestaticos.com/file/d88ce7a07265dbf8d809b453b848f239/1514204320-186-881-tribunals-arbitratge.pdf ;
https://www.iareporter.com/articles/analysis-unpacking-the-reasons-why-the-cube-infrastructure-v-spain-tribunal-unanimously-saw-an-ect-violation-with-respect-to-pv-investments-but-disagreed-with-respect-to-later-hydro-investments/;
https://globalarbitrationreview.com/article/1195415/spain-hit-with-another-renewables-award;
https://globalarbitrationreview.com/article/1211122/spain-seeks-annulment-of-solar-award-as-arbitrator-challenge-rejected;
https://www.transnational-dispute-management.com/downloads/23904_Case_Report_Cube_v_Spain_Award_2019.pdf"
ARB/15/19,ENERGO-PRO a.s.,Republic of Bulgaria,Concluded,521.0,2015.0,ENERGO-PRO v. Bulgaria,ENERGO-PRO a.s. v. Republic of Bulgaria (ICSID Case No. ARB/15/19),"The Energy Charter Treaty (1994);
Bulgaria - Czech Republic BIT (1999)",ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Data not available,Bulgaria,Czechia,"Tertiary - D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply",Claims arising out of regulatory reforms in relation to the pricing of electricity and changes to the State-sponsored compensation regime for renewable energy.,"Ownership of a number of hydroelectric plants, distribution and supply companies and a locally registered electricity trader in Bulgaria.","Orrego Vicuña, F. - Claimant (replaced); Miles, W. J. - President (replaced); Cheng, T. - President (replaced); Hanotiau, B. - President; Konrad, S. - Claimant; Pellet, A. - Respondent",Award dated 17 November 2021 ,Separate Opinion by Sabine Konrad (Award dated 17 November 2021),Data not available,Data not available,Data not available,Data not available,,,,No follow-up proceedings initiated,,Not available,"https://icsid.worldbank.org/en/Pages/cases/casedetail.aspx?CaseNo=ARB/15/19;
http://www.iareporter.com/articles/bulgaria-is-hit-with-energy-related-icsid-claim-by-energo-pro-a-s/;
http://www.energycharter.org/what-we-do/dispute-settlement/investment-dispute-settlement-cases/82-energo-pro-as-v-bulgaria/;
http://globalarbitrationreview.com/news/article/33870/kosovo-faces-first-icsid-claim/;
https://www.iareporter.com/articles/bulgaria-energy-pricing-dispute-concludes-with-an-award/"
